Observation unit ID	Date	TubN_LT20	TubW_LT20	TubN_GE20	TubW_GE20	TubN_total_per_plant	TubW_total_per_plant
WUR:CE-ETH10-2-187-3	2010-12-01	2	10	12	135	14	145
WUR:CE-ETH10-2-187-4	2010-12-01	7	50	12	190	19	240
WUR:CE-ETH10-2-188-1	2010-12-01	5	25	2	65	7	90
WUR:CE-ETH10-2-188-2	2010-12-01	1	5	8	185	9	190
WUR:CE-ETH10-2-188-3	2010-12-01	1	5	5	110	6	115
WUR:CE-ETH10-2-188-4	2010-12-01	3	10	4	85	7	95
WUR:CE-ETH10-2-189-1	2010-12-01	6	25	10	210	16	235
WUR:CE-ETH10-2-189-2	2010-12-01	4	20	6	170	10	190
WUR:CE-ETH10-2-189-3	2010-12-01	4	20	6	120	10	140
WUR:CE-ETH10-2-189-4	2010-12-01	1	5	5	185	6	190
WUR:CE-ETH10-2-190-1	2010-12-01	1	10	10	640	11	650
WUR:CE-ETH10-2-190-2	2010-12-01	8	35	18	960	26	995
WUR:CE-ETH10-2-190-3	2010-12-01	4	15	11	685	15	700
WUR:CE-ETH10-2-190-4	2010-12-01	1	6	8	525	9	531
WUR:CE-ETH10-2-191-1	2010-12-01	7	25	8	595	15	620
WUR:CE-ETH10-2-191-2	2010-12-01	11	47	20	645	31	692
WUR:CE-ETH10-2-191-3	2010-12-01	5	35	8	400	13	435
WUR:CE-ETH10-2-191-4	2010-12-01	5	20	8	465	13	485
WUR:CE-ETH10-2-192-1	2010-12-01	6	15	22	995	28	1010
WUR:CE-ETH10-2-192-2	2010-12-01	2	7	8	290	10	297
WUR:CE-ETH10-2-192-3	2010-12-01	3	25	10	340	13	365
WUR:CE-ETH10-2-192-4	2010-12-01			7	200	7	200
WUR:CE-ETH10-3-1-1	2010-12-01	6	25	11	255	17	280
WUR:CE-ETH10-3-1-2	2010-12-01	12	52	10	230	22	282
WUR:CE-ETH10-3-1-3	2010-12-01	10	70	11	310	21	380
WUR:CE-ETH10-3-1-4	2010-12-01	6	35	5	170	11	205
WUR:CE-ETH10-3-2-1	2010-12-01	54	185	20	410	74	595
WUR:CE-ETH10-3-2-2	2010-12-01	30	125	10	195	40	320
WUR:CE-ETH10-3-2-3	2010-12-01	50	175	28	440	78	615
WUR:CE-ETH10-3-2-4	2010-12-01					0	0
WUR:CE-ETH10-3-3-1	2010-12-01	1	5	6	153	7	158
WUR:CE-ETH10-3-3-2	2010-12-01	18	70	16	440	34	510
WUR:CE-ETH10-3-3-3	2010-12-01	1	10	7	185	8	195
WUR:CE-ETH10-3-3-4	2010-12-01	5	25	7	165	12	190
WUR:CE-ETH10-3-4-1	2010-12-01	1	10	6	290	7	300
WUR:CE-ETH10-3-4-2	2010-12-01			5	160	5	160
WUR:CE-ETH10-3-4-3	2010-12-01	1	5	19	730	20	735
WUR:CE-ETH10-3-4-4	2010-12-01	2	10	3	105	5	115
WUR:CE-ETH10-3-5-1	2010-12-01	2	5	4	85	6	90
WUR:CE-ETH10-3-5-2	2010-12-01	6	60	6	100	12	160
WUR:CE-ETH10-3-5-3	2010-12-01	1	5	4	90	5	95
WUR:CE-ETH10-3-5-4	2010-12-01	16	75	12	225	28	300
WUR:CE-ETH10-3-6-1	2010-12-01	3	10	5	95	8	105
WUR:CE-ETH10-3-6-2	2010-12-01					0	0
WUR:CE-ETH10-3-6-3	2010-12-01	2	10	6	115	8	125
WUR:CE-ETH10-3-6-4	2010-12-01	8	35	2	40	10	75
WUR:CE-ETH10-3-7-1	2010-12-01	4	20	7	165	11	185
WUR:CE-ETH10-3-7-2	2010-12-01	4	15	18	465	22	480
WUR:CE-ETH10-3-7-3	2010-12-01					0	0
WUR:CE-ETH10-3-7-4	2010-12-01	7	45	14	245	21	290
WUR:CE-ETH10-3-8-1	2010-12-01	2	10	10	225	12	235
WUR:CE-ETH10-3-8-2	2010-12-01			4	160	4	160
WUR:CE-ETH10-3-8-3	2010-12-01	1	5	7	180	8	185
WUR:CE-ETH10-3-8-4	2010-12-01	4	20	8	230	12	250
WUR:CE-ETH10-3-9-1	2010-12-01	4	22	4	165	8	187
WUR:CE-ETH10-3-9-2	2010-12-01					0	0
WUR:CE-ETH10-3-9-3	2010-12-01	3	10	6	185	9	195
WUR:CE-ETH10-3-9-4	2010-12-01	4	15	2	35	6	50
WUR:CE-ETH10-3-10-1	2010-12-01	1	5	3	195	4	200
WUR:CE-ETH10-3-10-2	2010-12-01	1	5	11	445	12	450
WUR:CE-ETH10-3-10-3	2010-12-01	6	25	13	595	19	620
WUR:CE-ETH10-3-10-4	2010-12-01	1	10	6	225	7	235
WUR:CE-ETH10-3-11-1	2010-12-01	3	10	6	180	9	190
WUR:CE-ETH10-3-11-2	2010-12-01	2	15	6	185	8	200
WUR:CE-ETH10-3-11-3	2010-12-01	2	10	6	170	8	180
WUR:CE-ETH10-3-11-4	2010-12-01	6	25	6	170	12	195
WUR:CE-ETH10-3-12-1	2010-12-01	21	120	7	215	28	335
WUR:CE-ETH10-3-12-2	2010-12-01	9	80	3	85	12	165
WUR:CE-ETH10-3-12-3	2010-12-01	15	125	16	420	31	545
WUR:CE-ETH10-3-12-4	2010-12-01	9	45	6	105	15	150
WUR:CE-ETH10-3-13-1	2010-12-01	3	5	7	180	10	185
WUR:CE-ETH10-3-13-2	2010-12-01					0	0
WUR:CE-ETH10-3-13-3	2010-12-01	6	20	6	180	12	200
WUR:CE-ETH10-3-13-4	2010-12-01	3	15	9	230	12	245
WUR:CE-ETH10-3-14-1	2010-12-01			7	215	7	215
WUR:CE-ETH10-3-14-2	2010-12-01	1	5	9	345	10	350
WUR:CE-ETH10-3-14-3	2010-12-01	1	5	6	260	7	265
WUR:CE-ETH10-3-14-4	2010-12-01	1	5	14	445	15	450
WUR:CE-ETH10-3-15-1	2010-12-01					0	0
WUR:CE-ETH10-3-15-2	2010-12-01					0	0
WUR:CE-ETH10-3-15-3	2010-12-01					0	0
WUR:CE-ETH10-3-15-4	2010-12-01					0	0
WUR:CE-ETH10-3-16-1	2010-12-01	2	16	4	160	6	176
WUR:CE-ETH10-3-16-2	2010-12-01	1	5	9	295	10	300
WUR:CE-ETH10-3-16-3	2010-12-01	1	5	2	80	3	85
WUR:CE-ETH10-3-16-4	2010-12-01					0	0
WUR:CE-ETH10-3-17-1	2010-12-01	11	85	10	250	21	335
WUR:CE-ETH10-3-17-2	2010-12-01	10	85	15	480	25	565
WUR:CE-ETH10-3-17-3	2010-12-01	17	75	10	245	27	320
WUR:CE-ETH10-3-17-4	2010-12-01	2	10	8	165	10	175
WUR:CE-ETH10-3-18-1	2010-12-01			7	185	7	185
WUR:CE-ETH10-3-18-2	2010-12-01	2	10	5	110	7	120
WUR:CE-ETH10-3-18-3	2010-12-01	1	5	6	105	7	110
WUR:CE-ETH10-3-18-4	2010-12-01	2	10	3	90	5	100
WUR:CE-ETH10-3-19-1	2010-12-01	3	15	12	370	15	385
WUR:CE-ETH10-3-19-2	2010-12-01	1	5	6	490	7	495
WUR:CE-ETH10-3-19-3	2010-12-01	1	5	6	385	7	390
WUR:CE-ETH10-3-19-4	2010-12-01	3	15	9	305	12	320
WUR:CE-ETH10-3-20-1	2010-12-01	5	25	16	340	21	365
WUR:CE-ETH10-3-20-2	2010-12-01	3	20	11	240	14	260
WUR:CE-ETH10-3-20-3	2010-12-01	3	5	16	410	19	415
WUR:CE-ETH10-3-20-4	2010-12-01	2	5	16	280	18	285
WUR:CE-ETH10-3-21-1	2010-12-01	4	45	4	90	8	135
WUR:CE-ETH10-3-21-2	2010-12-01	2	10	4	95	6	105
WUR:CE-ETH10-3-21-3	2010-12-01	1	10	2	110	3	120
WUR:CE-ETH10-3-21-4	2010-12-01	5	45	3	45	8	90
WUR:CE-ETH10-3-22-1	2010-12-01	6	35	6	95	12	130
WUR:CE-ETH10-3-22-2	2010-12-01	6	25	7	180	13	205
WUR:CE-ETH10-3-22-3	2010-12-01	7	45	5	140	12	185
WUR:CE-ETH10-3-22-4	2010-12-01	6	45	11	220	17	265
WUR:CE-ETH10-3-23-1	2010-12-01	1	5	5	185	6	190
WUR:CE-ETH10-3-23-2	2010-12-01	3	25	3	110	6	135
WUR:CE-ETH10-3-23-3	2010-12-01	14	115	12	350	26	465
WUR:CE-ETH10-3-23-4	2010-12-01	7	30	11	245	18	275
WUR:CE-ETH10-3-24-1	2010-12-01					0	0
WUR:CE-ETH10-3-24-2	2010-12-01					0	0
WUR:CE-ETH10-3-24-3	2010-12-01					0	0
WUR:CE-ETH10-3-24-4	2010-12-01					0	0
WUR:CE-ETH10-3-25-1	2010-12-01	2	10	8	290	10	300
WUR:CE-ETH10-3-25-2	2010-12-01	7	45	6	140	13	185
WUR:CE-ETH10-3-25-3	2010-12-01	5	20	8	180	13	200
WUR:CE-ETH10-3-25-4	2010-12-01					0	0
WUR:CE-ETH10-3-26-1	2010-12-01	5	20	10	225	15	245
WUR:CE-ETH10-3-26-2	2010-12-01					0	0
WUR:CE-ETH10-3-26-3	2010-12-01	4	25	18	440	22	465
WUR:CE-ETH10-3-26-4	2010-12-01	3	10	8	226	11	236
WUR:CE-ETH10-3-27-1	2010-12-01	3	6	6	195	9	201
WUR:CE-ETH10-3-27-2	2010-12-01	1	5	11	225	12	230
WUR:CE-ETH10-3-27-3	2010-12-01	3	15	16	485	19	500
WUR:CE-ETH10-3-27-4	2010-12-01	2	10	10	160	12	170
WUR:CE-ETH10-3-28-1	2010-12-01	8	20	17	385	25	405
WUR:CE-ETH10-3-28-2	2010-12-01	4	15	26	465	30	480
WUR:CE-ETH10-3-28-3	2010-12-01			9	190	9	190
WUR:CE-ETH10-3-28-4	2010-12-01	2	35			2	35
WUR:CE-ETH10-3-29-1	2010-12-01			2	35	2	35
WUR:CE-ETH10-3-29-2	2010-12-01	10	15	10	170	20	185
WUR:CE-ETH10-3-29-3	2010-12-01	7	45	6	85	13	130
WUR:CE-ETH10-3-29-4	2010-12-01	6	25	7	135	13	160
WUR:CE-ETH10-3-30-1	2010-12-01	1	5	10	140	11	145
WUR:CE-ETH10-3-30-2	2010-12-01			3	95	3	95
WUR:CE-ETH10-3-30-3	2010-12-01	1	5	7	150	8	155
WUR:CE-ETH10-3-30-4	2010-12-01			6	135	6	135
WUR:CE-ETH10-3-31-1	2010-12-01	9	45	3	165	12	210
WUR:CE-ETH10-3-31-2	2010-12-01	7	45	3	65	10	110
WUR:CE-ETH10-3-31-3	2010-12-01	8	60	5	95	13	155
WUR:CE-ETH10-3-31-4	2010-12-01	8	25	1	20	9	45
WUR:CE-ETH10-3-32-1	2010-12-01	12	50	5	130	17	180
WUR:CE-ETH10-3-32-2	2010-12-01	7	65	6	210	13	275
WUR:CE-ETH10-3-32-3	2010-12-01	19	140	12	420	31	560
WUR:CE-ETH10-3-32-4	2010-12-01	7	30	8	165	15	195
WUR:CE-ETH10-3-33-1	2010-12-01	3	10	14	390	17	400
WUR:CE-ETH10-3-33-2	2010-12-01	4	15	10	200	14	215
WUR:CE-ETH10-3-33-3	2010-12-01	13	95	15	410	28	505
WUR:CE-ETH10-3-33-4	2010-12-01	10	45	13	355	23	400
WUR:CE-ETH10-3-34-1	2010-12-01	11	30	13	240	24	270
WUR:CE-ETH10-3-34-2	2010-12-01	24	95	24	410	48	505
WUR:CE-ETH10-3-34-3	2010-12-01	6	25	18	230	24	255
WUR:CE-ETH10-3-34-4	2010-12-01	3	5	11	180	14	185
WUR:CE-ETH10-3-35-1	2010-12-01	9	70	2	50	11	120
WUR:CE-ETH10-3-35-2	2010-12-01	2	5	1	15	3	20
WUR:CE-ETH10-3-35-3	2010-12-01	6	40	3	45	9	85
WUR:CE-ETH10-3-35-4	2010-12-01	10	45	1	60	11	105
WUR:CE-ETH10-3-36-1	2010-12-01	1	5	3	105	4	110
WUR:CE-ETH10-3-36-2	2010-12-01	4	25	7	220	11	245
WUR:CE-ETH10-3-36-3	2010-12-01	3	10	3	85	6	95
WUR:CE-ETH10-3-36-4	2010-12-01	2	10	10	300	12	310
WUR:CE-ETH10-3-37-1	2010-12-01	1	5	2	55	3	60
WUR:CE-ETH10-3-37-2	2010-12-01	2	10	12	260	14	270
WUR:CE-ETH10-3-37-3	2010-12-01					0	0
WUR:CE-ETH10-3-37-4	2010-12-01	16	85	11	225	27	310
WUR:CE-ETH10-3-38-1	2010-12-01	1	5	8	140	9	145
WUR:CE-ETH10-3-38-2	2010-12-01	5	15	5	145	10	160
WUR:CE-ETH10-3-38-3	2010-12-01	4	10	6	135	10	145
WUR:CE-ETH10-3-38-4	2010-12-01	6	35	4	120	10	155
WUR:CE-ETH10-3-39-1	2010-12-01	3	10	9	270	12	280
WUR:CE-ETH10-3-39-2	2010-12-01	3	10	6	105	9	115
WUR:CE-ETH10-3-39-3	2010-12-01					0	0
WUR:CE-ETH10-3-39-4	2010-12-01					0	0
WUR:CE-ETH10-3-40-1	2010-12-01	13	30	11	335	24	365
WUR:CE-ETH10-3-40-2	2010-12-01					0	0
WUR:CE-ETH10-3-40-3	2010-12-01	9	40	2	45	11	85
WUR:CE-ETH10-3-40-4	2010-12-01	15	85	5	145	20	230
WUR:CE-ETH10-3-41-1	2010-12-01	4	15	4	105	8	120
WUR:CE-ETH10-3-41-2	2010-12-01	6	20	12	175	18	195
WUR:CE-ETH10-3-41-3	2010-12-01	7	20	19	285	26	305
WUR:CE-ETH10-3-41-4	2010-12-01	22	115	10	125	32	240
WUR:CE-ETH10-3-42-1	2010-12-01	6	10	6	105	12	115
WUR:CE-ETH10-3-42-2	2010-12-01	8	25	10	200	18	225
WUR:CE-ETH10-3-42-3	2010-12-01	2	5	6	140	8	145
WUR:CE-ETH10-3-42-4	2010-12-01	3	10	2	55	5	65
WUR:CE-ETH10-3-43-1	2010-12-01			15	560	15	560
WUR:CE-ETH10-3-43-2	2010-12-01	2	10	10	195	12	205
WUR:CE-ETH10-3-43-3	2010-12-01	1	5	6	390	7	395
WUR:CE-ETH10-3-43-4	2010-12-01	2	5	13	385	15	390
WUR:CE-ETH10-3-44-1	2010-12-01			18	995	18	995
WUR:CE-ETH10-3-44-2	2010-12-01	1	6	10	90	11	96
WUR:CE-ETH10-3-44-3	2010-12-01	2	10	3	270	5	280
WUR:CE-ETH10-3-44-4	2010-12-01	3	20	7	670	10	690
WUR:CE-ETH10-3-45-1	2010-12-01	4	15	6	145	10	160
WUR:CE-ETH10-3-45-2	2010-12-01	3	10	3	45	6	55
WUR:CE-ETH10-3-45-3	2010-12-01	4	25	4	140	8	165
WUR:CE-ETH10-3-45-4	2010-12-01	5	25	7	115	12	140
WUR:CE-ETH10-3-46-1	2010-12-01	3	10	11	245	14	255
WUR:CE-ETH10-3-46-2	2010-12-01	4	15	7	185	11	200
WUR:CE-ETH10-3-46-3	2010-12-01	2	10	7	180	9	190
WUR:CE-ETH10-3-46-4	2010-12-01	4	15	7	185	11	200
WUR:CE-ETH10-3-47-1	2010-12-01					0	0
WUR:CE-ETH10-3-47-2	2010-12-01	4	15	10	285	14	300
WUR:CE-ETH10-3-47-3	2010-12-01					0	0
WUR:CE-ETH10-3-47-4	2010-12-01	1	5	1	35	2	40
WUR:CE-ETH10-3-48-1	2010-12-01	12	55	19	240	31	295
WUR:CE-ETH10-3-48-2	2010-12-01	21	110	2	60	23	170
WUR:CE-ETH10-3-48-3	2010-12-01	13	55	6	105	19	160
WUR:CE-ETH10-3-48-4	2010-12-01	10	55	12	125	22	180
WUR:CE-ETH10-3-49-1	2010-12-01	13	25	2	25	15	50
WUR:CE-ETH10-3-49-2	2010-12-01	1	5	4	105	5	110
WUR:CE-ETH10-3-49-3	2010-12-01	3	10	5	65	8	75
WUR:CE-ETH10-3-49-4	2010-12-01	7	10			7	10
WUR:CE-ETH10-3-50-1	2010-12-01	10	20	7	190	17	210
WUR:CE-ETH10-3-50-2	2010-12-01					0	0
WUR:CE-ETH10-3-50-3	2010-12-01	3	10	6	105	9	115
WUR:CE-ETH10-3-50-4	2010-12-01	5	24	4	115	9	139
WUR:CE-ETH10-3-51-1	2010-12-01	3	10	8	360	11	370
WUR:CE-ETH10-3-51-2	2010-12-01	15	25	18	415	33	440
WUR:CE-ETH10-3-51-3	2010-12-01	11	30	13	395	24	425
WUR:CE-ETH10-3-51-4	2010-12-01	6	25	12		18	25
WUR:CE-ETH10-3-52-1	2010-12-01			6	455	6	455
WUR:CE-ETH10-3-52-2	2010-12-01	1	5	14	260	15	265
WUR:CE-ETH10-3-52-3	2010-12-01			7	265	7	265
WUR:CE-ETH10-3-52-4	2010-12-01				110	0	110
WUR:CE-ETH10-3-53-1	2010-12-01	3	10	12	485	15	495
WUR:CE-ETH10-3-53-2	2010-12-01	5	25	14	425	19	450
WUR:CE-ETH10-3-53-3	2010-12-01	1	5	11	395	12	400
WUR:CE-ETH10-3-53-4	2010-12-01			6	165	6	165
WUR:CE-ETH10-3-54-1	2010-12-01	2	10	5	140	7	150
WUR:CE-ETH10-3-54-2	2010-12-01	4	15	18	375	22	390
WUR:CE-ETH10-3-54-3	2010-12-01	3	10	12	165	15	175
WUR:CE-ETH10-3-54-4	2010-12-01			13	165	13	165
WUR:CE-ETH10-3-55-1	2010-12-01	4	10	2	40	6	50
WUR:CE-ETH10-3-55-2	2010-12-01	13	90	5	105	18	195
WUR:CE-ETH10-3-55-3	2010-12-01	7	35	6	110	13	145
WUR:CE-ETH10-3-55-4	2010-12-01	14	65	7	115	21	180
WUR:CE-ETH10-3-56-1	2010-12-01	24	85	8	165	32	250
WUR:CE-ETH10-3-56-2	2010-12-01	16	45	7	180	23	225
WUR:CE-ETH10-3-56-3	2010-12-01	18	55	13	345	31	400
WUR:CE-ETH10-3-56-4	2010-12-01	25	125	20	375	45	500
WUR:CE-ETH10-3-57-1	2010-12-01	4	15	7	160	11	175
WUR:CE-ETH10-3-57-2	2010-12-01	3	10	11	195	14	205
WUR:CE-ETH10-3-57-3	2010-12-01	3	10	9	145	12	155
WUR:CE-ETH10-3-57-4	2010-12-01	1	5	3	70	4	75
WUR:CE-ETH10-3-58-1	2010-12-01			8	180	8	180
WUR:CE-ETH10-3-58-2	2010-12-01	1	5	12	230	13	235
WUR:CE-ETH10-3-58-3	2010-12-01	6	15	14	225	20	240
WUR:CE-ETH10-3-58-4	2010-12-01	2	10	14	220	16	230
WUR:CE-ETH10-3-59-1	2010-12-01	2	10	9	185	11	195
WUR:CE-ETH10-3-59-2	2010-12-01	7	15	6	105	13	120
WUR:CE-ETH10-3-59-3	2010-12-01	10	25	22	305	32	330
WUR:CE-ETH10-3-59-4	2010-12-01	3	10	8	125	11	135
WUR:CE-ETH10-3-60-1	2010-12-01	3	15	3	155	6	170
WUR:CE-ETH10-3-60-2	2010-12-01	6	45	9	240	15	285
WUR:CE-ETH10-3-60-3	2010-12-01	1	5	12	210	13	215
WUR:CE-ETH10-3-60-4	2010-12-01	2	10	7	120	9	130
WUR:CE-ETH10-3-61-1	2010-12-01					0	0
WUR:CE-ETH10-3-61-2	2010-12-01	1	3	7	530	8	533
WUR:CE-ETH10-3-61-3	2010-12-01			9	450	9	450
WUR:CE-ETH10-3-61-4	2010-12-01	2	10	7	425	9	435
WUR:CE-ETH10-3-62-1	2010-12-01	4	10	7	275	11	285
WUR:CE-ETH10-3-62-2	2010-12-01					0	0
WUR:CE-ETH10-3-62-3	2010-12-01	2	10	5	180	7	190
WUR:CE-ETH10-3-62-4	2010-12-01	1	5	7	110	8	115
WUR:CE-ETH10-3-63-1	2010-12-01	4	15	9	380	13	395
WUR:CE-ETH10-3-63-2	2010-12-01	3	10	9	400	12	410
WUR:CE-ETH10-3-63-3	2010-12-01	9	45	14	450	23	495
WUR:CE-ETH10-3-63-4	2010-12-01	10	35	18	980	28	1015
WUR:CE-ETH10-3-64-1	2010-12-01	1	5	5	15	6	20
WUR:CE-ETH10-3-64-2	2010-12-01	3	15	9	155	12	170
WUR:CE-ETH10-3-64-3	2010-12-01	6	25	6	175	12	200
WUR:CE-ETH10-3-64-4	2010-12-01	4	20	12	450	16	470
WUR:CE-ETH10-3-65-1	2010-12-01					0	0
WUR:CE-ETH10-3-65-2	2010-12-01					0	0
WUR:CE-ETH10-3-65-3	2010-12-01					0	0
WUR:CE-ETH10-3-65-4	2010-12-01					0	0
WUR:CE-ETH10-3-66-1	2010-12-01	5	15	7	160	12	175
WUR:CE-ETH10-3-66-2	2010-12-01	4	20	8	205	12	225
WUR:CE-ETH10-3-66-3	2010-12-01	6	45	8	245	14	290
WUR:CE-ETH10-3-66-4	2010-12-01	4	20	4	115	8	135
WUR:CE-ETH10-3-67-1	2010-12-01	6	40	8	135	14	175
WUR:CE-ETH10-3-67-2	2010-12-01	6	90	7	160	13	250
WUR:CE-ETH10-3-67-3	2010-12-01	13	95	5	225	18	320
WUR:CE-ETH10-3-67-4	2010-12-01	6	40	8	285	14	325
WUR:CE-ETH10-3-68-1	2010-12-01			6	125	6	125
WUR:CE-ETH10-3-68-2	2010-12-01	1	5	3	105	4	110
WUR:CE-ETH10-3-68-3	2010-12-01	1	5	5	125	6	130
WUR:CE-ETH10-3-68-4	2010-12-01	5	35	8	150	13	185
WUR:CE-ETH10-3-69-1	2010-12-01	2	10	3	95	5	105
WUR:CE-ETH10-3-69-2	2010-12-01	2	10	8	240	10	250
WUR:CE-ETH10-3-69-3	2010-12-01	10	65			10	65
WUR:CE-ETH10-3-69-4	2010-12-01	2	15	4	140	6	155
WUR:CE-ETH10-3-70-1	2010-12-01	4	20	9	230	13	250
WUR:CE-ETH10-3-70-2	2010-12-01	2	10	8	185	10	195
WUR:CE-ETH10-3-70-3	2010-12-01	4	5	8	165	12	170
WUR:CE-ETH10-3-70-4	2010-12-01	1	5	7	120	8	125
WUR:CE-ETH10-3-71-1	2010-12-01	5	15	7	240	12	255
WUR:CE-ETH10-3-71-2	2010-12-01	2	10	13	425	15	435
WUR:CE-ETH10-3-71-3	2010-12-01	8	10	16	395	24	405
WUR:CE-ETH10-3-71-4	2010-12-01	2	15	10	280	12	295
WUR:CE-ETH10-3-72-1	2010-12-01	1	10	11	385	12	395
WUR:CE-ETH10-3-72-2	2010-12-01	2	10	7	335	9	345
WUR:CE-ETH10-3-72-3	2010-12-01			10	260	10	260
WUR:CE-ETH10-3-72-4	2010-12-01			10	255	10	255
WUR:CE-ETH10-3-73-1	2010-12-01	4	15	13	1110	17	1125
WUR:CE-ETH10-3-73-2	2010-12-01					0	0
WUR:CE-ETH10-3-73-3	2010-12-01	3	10	6	680	9	690
WUR:CE-ETH10-3-73-4	2010-12-01	9	65	12	660	21	725
WUR:CE-ETH10-3-74-1	2010-12-01					0	0
WUR:CE-ETH10-3-74-2	2010-12-01					0	0
WUR:CE-ETH10-3-74-3	2010-12-01					0	0
WUR:CE-ETH10-3-74-4	2010-12-01					0	0
WUR:CE-ETH10-3-75-1	2010-12-01	1	5	12	430	13	435
WUR:CE-ETH10-3-75-2	2010-12-01	2	10	7	200	9	210
WUR:CE-ETH10-3-75-3	2010-12-01	2	5	8	385	10	390
WUR:CE-ETH10-3-75-4	2010-12-01	4	20	11	388	15	408
WUR:CE-ETH10-3-76-1	2010-12-01	6	25	12	370	18	395
WUR:CE-ETH10-3-76-2	2010-12-01			16	340	16	340
WUR:CE-ETH10-3-76-3	2010-12-01	2	10	5	140	7	150
WUR:CE-ETH10-3-76-4	2010-12-01	5	10	5	105	10	115
WUR:CE-ETH10-3-77-1	2010-12-01					0	0
WUR:CE-ETH10-3-77-2	2010-12-01					0	0
WUR:CE-ETH10-3-77-3	2010-12-01					0	0
WUR:CE-ETH10-3-77-4	2010-12-01	11	40	13	400	24	440
WUR:CE-ETH10-3-78-1	2010-12-01	5	20	11	220	16	240
WUR:CE-ETH10-3-78-2	2010-12-01	9	40	8	190	17	230
WUR:CE-ETH10-3-78-3	2010-12-01	5	10	4	90	9	100
WUR:CE-ETH10-3-78-4	2010-12-01	2	10	4	110	6	120
WUR:CE-ETH10-3-79-1	2010-12-01	4	20	5	160	9	180
WUR:CE-ETH10-3-79-2	2010-12-01	2	160	14	460	16	620
WUR:CE-ETH10-3-79-3	2010-12-01	4	20	7	165	11	185
WUR:CE-ETH10-3-79-4	2010-12-01	2	10	9	225	11	235
WUR:CE-ETH10-3-80-1	2010-12-01	2	10	7	225	9	235
WUR:CE-ETH10-3-80-2	2010-12-01	3	15	4	140	7	155
WUR:CE-ETH10-3-80-3	2010-12-01			11	220	11	220
WUR:CE-ETH10-3-80-4	2010-12-01	1	5	5	105	6	110
WUR:CE-ETH10-3-81-1	2010-12-01	4	20	11	160	15	180
WUR:CE-ETH10-3-81-2	2010-12-01	8	35	16	435	24	470
WUR:CE-ETH10-3-81-3	2010-12-01	3	10	10	200	13	210
WUR:CE-ETH10-3-81-4	2010-12-01	3	10	12	195	15	205
WUR:CE-ETH10-3-82-1	2010-12-01			11	185	11	185
WUR:CE-ETH10-3-82-2	2010-12-01	5	25	10	205	15	230
WUR:CE-ETH10-3-82-3	2010-12-01	2	10	10	210	12	220
WUR:CE-ETH10-3-82-4	2010-12-01	1	5	7	185	8	190
WUR:CE-ETH10-3-83-1	2010-12-01			2	70	2	70
WUR:CE-ETH10-3-83-2	2010-12-01	9	30	9	360	18	390
WUR:CE-ETH10-3-83-3	2010-12-01	2	10	14	305	16	315
WUR:CE-ETH10-3-83-4	2010-12-01			11	185	11	185
WUR:CE-ETH10-3-84-1	2010-12-01	1	10	7	435	8	445
WUR:CE-ETH10-3-84-2	2010-12-01	2	10	11	385	13	395
WUR:CE-ETH10-3-84-3	2010-12-01	1	5	11	320	12	325
WUR:CE-ETH10-3-84-4	2010-12-01			6	280	6	280
WUR:CE-ETH10-3-85-1	2010-12-01	1	5	10	130	11	135
WUR:CE-ETH10-3-85-2	2010-12-01					0	0
WUR:CE-ETH10-3-85-3	2010-12-01	2	10	8	120	10	130
WUR:CE-ETH10-3-85-4	2010-12-01	2	10	6	195	8	205
WUR:CE-ETH10-3-86-1	2010-12-01	1	3	7	185	8	188
WUR:CE-ETH10-3-86-2	2010-12-01	2	10	6	225	8	235
WUR:CE-ETH10-3-86-3	2010-12-01	3	10	5	230	8	240
WUR:CE-ETH10-3-86-4	2010-12-01	5	25	3	95	8	120
WUR:CE-ETH10-3-87-1	2010-12-01	21	105	14	395	35	500
WUR:CE-ETH10-3-87-2	2010-12-01					0	0
WUR:CE-ETH10-3-87-3	2010-12-01	5	45	5	130	10	175
WUR:CE-ETH10-3-87-4	2010-12-01	11	65	8	220	19	285
WUR:CE-ETH10-3-88-1	2010-12-01					0	0
WUR:CE-ETH10-3-88-2	2010-12-01					0	0
WUR:CE-ETH10-3-88-3	2010-12-01					0	0
WUR:CE-ETH10-3-88-4	2010-12-01	3	10	9	200	12	210
WUR:CE-ETH10-3-89-1	2010-12-01	5	20	7	240	12	260
WUR:CE-ETH10-3-89-2	2010-12-01	3	10	13	200	16	210
WUR:CE-ETH10-3-89-3	2010-12-01	3	10	4	80	7	90
WUR:CE-ETH10-3-89-4	2010-12-01	2	10	11	230	13	240
WUR:CE-ETH10-3-90-1	2010-12-01	7	30	11	380	18	410
WUR:CE-ETH10-3-90-2	2010-12-01	4	15	8	305	12	320
WUR:CE-ETH10-3-90-3	2010-12-01	6	25	7	215	13	240
WUR:CE-ETH10-3-90-4	2010-12-01	11	20	14	495	25	515
WUR:CE-ETH10-3-91-1	2010-12-01	4	10	12	425	16	435
WUR:CE-ETH10-3-91-2	2010-12-01	2	10	11	360	13	370
WUR:CE-ETH10-3-91-3	2010-12-01	6	25	12	445	18	470
WUR:CE-ETH10-3-91-4	2010-12-01	4	20	8	375	12	395
WUR:CE-ETH10-3-92-1	2010-12-01	5	25	4	95	9	120
WUR:CE-ETH10-3-92-2	2010-12-01	6	20	2	105	8	125
