Observation unit ID	Date	TubN_LT20	TubW_LT20	TubN_GE20	TubW_GE20	TubN_total_per_plant	TubW_total_per_plant
WUR:CE-ETH10-1-187-4	2010-12-01			13	680	13	680
WUR:CE-ETH10-1-188-1	2010-12-01	1	5	11	415	12	420
WUR:CE-ETH10-1-188-2	2010-12-01	1	3	11	410	12	413
WUR:CE-ETH10-1-188-3	2010-12-01	3	10	8	210	11	220
WUR:CE-ETH10-1-188-4	2010-12-01	2	10	9	210	11	220
WUR:CE-ETH10-1-189-1	2010-12-01	1	5	17	925	18	930
WUR:CE-ETH10-1-189-2	2010-12-01	4	20	17	780	21	800
WUR:CE-ETH10-1-189-3	2010-12-01	7	25	18	710	25	735
WUR:CE-ETH10-1-189-4	2010-12-01	1	5	25	1205	26	1210
WUR:CE-ETH10-1-190-1	2010-12-01	1	10	13	600	14	610
WUR:CE-ETH10-1-190-2	2010-12-01	4	15	21	765	25	780
WUR:CE-ETH10-1-190-3	2010-12-01	4	15	9	650	13	665
WUR:CE-ETH10-1-190-4	2010-12-01					0	0
WUR:CE-ETH10-1-191-1	2010-12-01	1	5	14	195	15	200
WUR:CE-ETH10-1-191-2	2010-12-01	1	5	14	390	15	395
WUR:CE-ETH10-1-191-3	2010-12-01	2	10	5	170	7	180
WUR:CE-ETH10-1-191-4	2010-12-01	1	5	11	140	12	145
WUR:CE-ETH10-1-192-1	2010-12-01	1	5	6	130	7	135
WUR:CE-ETH10-1-192-2	2010-12-01	6	30	10	270	16	300
WUR:CE-ETH10-1-192-3	2010-12-01			7	180	7	180
WUR:CE-ETH10-1-192-4	2010-12-01	1	3	6	100	7	103
WUR:CE-ETH10-2-1-1	2010-12-01	3	35	3	110	6	145
WUR:CE-ETH10-2-1-2	2010-12-01	5	45	6	145	11	190
WUR:CE-ETH10-2-1-3	2010-12-01	2	10	6	190	8	200
WUR:CE-ETH10-2-1-4	2010-12-01	3	20	19	195	22	215
WUR:CE-ETH10-2-2-1	2010-12-01	3	22	16	360	19	382
WUR:CE-ETH10-2-2-2	2010-12-01	4	25	11	190	15	215
WUR:CE-ETH10-2-2-3	2010-12-01	2	15	13	195	15	210
WUR:CE-ETH10-2-2-4	2010-12-01	9	65	13	280	22	345
WUR:CE-ETH10-2-3-1	2010-12-01			4	125	4	125
WUR:CE-ETH10-2-3-2	2010-12-01	2	10	7	195	9	205
WUR:CE-ETH10-2-3-3	2010-12-01	2	10	12	240	14	250
WUR:CE-ETH10-2-3-4	2010-12-01	2	10	10	380	12	390
WUR:CE-ETH10-2-4-1	2010-12-01	15	85	11	300	26	385
WUR:CE-ETH10-2-4-2	2010-12-01	3	15	11	190	14	205
WUR:CE-ETH10-2-4-3	2010-12-01	14	85	3	95	17	180
WUR:CE-ETH10-2-4-4	2010-12-01	6	30	8	125	14	155
WUR:CE-ETH10-2-5-1	2010-12-01	18	105	18	350	36	455
WUR:CE-ETH10-2-5-2	2010-12-01	5	25	4	195	9	220
WUR:CE-ETH10-2-5-3	2010-12-01	5	35	10	197	15	232
WUR:CE-ETH10-2-5-4	2010-12-01	7	35	6	160	13	195
WUR:CE-ETH10-2-6-1	2010-12-01	12	115			12	115
WUR:CE-ETH10-2-6-2	2010-12-01	15	125	12	280	27	405
WUR:CE-ETH10-2-6-3	2010-12-01	13	90	6	185	19	275
WUR:CE-ETH10-2-6-4	2010-12-01	9	120	2	70	11	190
WUR:CE-ETH10-2-7-1	2010-12-01			11	395	11	395
WUR:CE-ETH10-2-7-2	2010-12-01	1	5	15	240	16	245
WUR:CE-ETH10-2-7-3	2010-12-01	2	5	10	380	12	385
WUR:CE-ETH10-2-7-4	2010-12-01	3	10	16	320	19	330
WUR:CE-ETH10-2-8-1	2010-12-01	3	10	4	180	7	190
WUR:CE-ETH10-2-8-2	2010-12-01			8	245	8	245
WUR:CE-ETH10-2-8-3	2010-12-01			4	105	4	105
WUR:CE-ETH10-2-8-4	2010-12-01	3	25	4	125	7	150
WUR:CE-ETH10-2-9-1	2010-12-01	2	10	11	195	13	205
WUR:CE-ETH10-2-9-2	2010-12-01	6	25	8	265	14	290
WUR:CE-ETH10-2-9-3	2010-12-01	5	30	17	450	22	480
WUR:CE-ETH10-2-9-4	2010-12-01	1	5	3	210	4	215
WUR:CE-ETH10-2-10-1	2010-12-01	1	5	9	260	10	265
WUR:CE-ETH10-2-10-2	2010-12-01			11	305	11	305
WUR:CE-ETH10-2-10-3	2010-12-01	3	10	7	210	10	220
WUR:CE-ETH10-2-10-4	2010-12-01			8	245	8	245
WUR:CE-ETH10-2-11-1	2010-12-01			7	320	7	320
WUR:CE-ETH10-2-11-2	2010-12-01	1	5	7	365	8	370
WUR:CE-ETH10-2-11-3	2010-12-01	2	15	10	580	12	595
WUR:CE-ETH10-2-11-4	2010-12-01			12	595	12	595
WUR:CE-ETH10-2-12-1	2010-12-01	5	25	12	190	17	215
WUR:CE-ETH10-2-12-2	2010-12-01	7	30	13	195	20	225
WUR:CE-ETH10-2-12-3	2010-12-01	15	45	14	375	29	420
WUR:CE-ETH10-2-12-4	2010-12-01	22	90	17	160	39	250
WUR:CE-ETH10-2-13-1	2010-12-01	10	35	15	360	25	395
WUR:CE-ETH10-2-13-2	2010-12-01	5	25	23	510	28	535
WUR:CE-ETH10-2-13-3	2010-12-01	4	25	14	385	18	410
WUR:CE-ETH10-2-13-4	2010-12-01	10	35	11	185	21	220
WUR:CE-ETH10-2-14-1	2010-12-01			5	240	5	240
WUR:CE-ETH10-2-14-2	2010-12-01	1	5	13	620	14	625
WUR:CE-ETH10-2-14-3	2010-12-01			6	380	6	380
WUR:CE-ETH10-2-14-4	2010-12-01	1	5	6	195	7	200
WUR:CE-ETH10-2-15-1	2010-12-01			3	190	3	190
WUR:CE-ETH10-2-15-2	2010-12-01	4	15	3	195	7	210
WUR:CE-ETH10-2-15-3	2010-12-01	5	15	5	190	10	205
WUR:CE-ETH10-2-15-4	2010-12-01			2	45	2	45
WUR:CE-ETH10-2-16-1	2010-12-01			9	220	9	220
WUR:CE-ETH10-2-16-2	2010-12-01			6	195	6	195
WUR:CE-ETH10-2-16-3	2010-12-01	3	10	15	705	18	715
WUR:CE-ETH10-2-16-4	2010-12-01	3	15	11	185	14	200
WUR:CE-ETH10-2-17-1	2010-12-01	5	35	9	205	14	240
WUR:CE-ETH10-2-17-2	2010-12-01	3	10	12	380	15	390
WUR:CE-ETH10-2-17-3	2010-12-01	8	25	18	560	26	585
WUR:CE-ETH10-2-17-4	2010-12-01	4	15	3	190	7	205
WUR:CE-ETH10-2-18-1	2010-12-01	5	35	16	325	21	360
WUR:CE-ETH10-2-18-2	2010-12-01	5	25	5	160	10	185
WUR:CE-ETH10-2-18-3	2010-12-01	6	30	12	195	18	225
WUR:CE-ETH10-2-18-4	2010-12-01	8	35	8	170	16	205
WUR:CE-ETH10-2-19-1	2010-12-01	1	5	14	385	15	390
WUR:CE-ETH10-2-19-2	2010-12-01	1	5	8	210	9	215
WUR:CE-ETH10-2-19-3	2010-12-01	5	30	9	375	14	405
WUR:CE-ETH10-2-19-4	2010-12-01	3	15	7	140	10	155
WUR:CE-ETH10-2-20-1	2010-12-01					0	0
WUR:CE-ETH10-2-20-2	2010-12-01	1	5	5	150	6	155
WUR:CE-ETH10-2-20-3	2010-12-01					0	0
WUR:CE-ETH10-2-20-4	2010-12-01	7	45	2	70	9	115
WUR:CE-ETH10-2-21-1	2010-12-01	38	105	17	170	55	275
WUR:CE-ETH10-2-21-2	2010-12-01	22	90	22	190	44	280
WUR:CE-ETH10-2-21-3	2010-12-01	24	75	20	185	44	260
WUR:CE-ETH10-2-21-4	2010-12-01	13	35	20	185	33	220
WUR:CE-ETH10-2-22-1	2010-12-01					0	0
WUR:CE-ETH10-2-22-2	2010-12-01					0	0
WUR:CE-ETH10-2-22-3	2010-12-01					0	0
WUR:CE-ETH10-2-22-4	2010-12-01					0	0
WUR:CE-ETH10-2-23-1	2010-12-01	3	10	6	140	9	150
WUR:CE-ETH10-2-23-2	2010-12-01	6	25	6	120	12	145
WUR:CE-ETH10-2-23-3	2010-12-01	3	110	7	45	10	155
WUR:CE-ETH10-2-23-4	2010-12-01	10	80	16	180	26	260
WUR:CE-ETH10-2-24-1	2010-12-01	3	10	17	320	20	330
WUR:CE-ETH10-2-24-2	2010-12-01	4	15	10	190	14	205
WUR:CE-ETH10-2-24-3	2010-12-01	9	25	15	380	24	405
WUR:CE-ETH10-2-24-4	2010-12-01			18	230	18	230
WUR:CE-ETH10-2-25-1	2010-12-01	2	5	18	390	20	395
WUR:CE-ETH10-2-25-2	2010-12-01	1	5	8	220	9	225
WUR:CE-ETH10-2-25-3	2010-12-01	2	10	9	240	11	250
WUR:CE-ETH10-2-25-4	2010-12-01	6	25	15	385	21	410
WUR:CE-ETH10-2-26-1	2010-12-01	7	15	3	85	10	100
WUR:CE-ETH10-2-26-2	2010-12-01	13	90	10	120	23	210
WUR:CE-ETH10-2-26-3	2010-12-01	5	25	15	210	20	235
WUR:CE-ETH10-2-26-4	2010-12-01	15	50	8	125	23	175
WUR:CE-ETH10-2-27-1	2010-12-01	5	15	3	25	8	40
WUR:CE-ETH10-2-27-2	2010-12-01	4	15			4	15
WUR:CE-ETH10-2-27-3	2010-12-01	4	15	5	65	9	80
WUR:CE-ETH10-2-27-4	2010-12-01	1	4	8	110	9	114
WUR:CE-ETH10-2-28-1	2010-12-01	4	20	12	195	16	215
WUR:CE-ETH10-2-28-2	2010-12-01	4	15	15	185	19	200
WUR:CE-ETH10-2-28-3	2010-12-01			11	200	11	200
WUR:CE-ETH10-2-28-4	2010-12-01	3	10	13	140	16	150
WUR:CE-ETH10-2-29-1	2010-12-01	4	25	5	135	9	160
WUR:CE-ETH10-2-29-2	2010-12-01	4	25	5	135	9	160
WUR:CE-ETH10-2-29-3	2010-12-01	2	10	2	20	4	30
WUR:CE-ETH10-2-29-4	2010-12-01	11	95	9	185	20	280
WUR:CE-ETH10-2-30-1	2010-12-01	3	25	5	130	8	155
WUR:CE-ETH10-2-30-2	2010-12-01	1	5	6	115	7	120
WUR:CE-ETH10-2-30-3	2010-12-01			5	185	5	185
WUR:CE-ETH10-2-30-4	2010-12-01	4	25	6	165	10	190
WUR:CE-ETH10-2-31-1	2010-12-01	2	10	3	45	5	55
WUR:CE-ETH10-2-31-2	2010-12-01	2	10	8	190	10	200
WUR:CE-ETH10-2-31-3	2010-12-01	1	5	6	125	7	130
WUR:CE-ETH10-2-31-4	2010-12-01	1	5	6	195	7	200
WUR:CE-ETH10-2-32-1	2010-12-01			20	445	20	445
WUR:CE-ETH10-2-32-2	2010-12-01	11	65	18	390	29	455
WUR:CE-ETH10-2-32-3	2010-12-01	1	5	5	95	6	100
WUR:CE-ETH10-2-32-4	2010-12-01	4	15	12	235	16	250
WUR:CE-ETH10-2-33-1	2010-12-01	1	5	11	185	12	190
WUR:CE-ETH10-2-33-2	2010-12-01			4	70	4	70
WUR:CE-ETH10-2-33-3	2010-12-01			6	90	6	90
WUR:CE-ETH10-2-33-4	2010-12-01	2	5	7	190	9	195
WUR:CE-ETH10-2-34-1	2010-12-01	5	25	26	560	31	585
WUR:CE-ETH10-2-34-2	2010-12-01	8	30	20	600	28	630
WUR:CE-ETH10-2-34-3	2010-12-01	6	20	23	595	29	615
WUR:CE-ETH10-2-34-4	2010-12-01	7	25	18	565	25	590
WUR:CE-ETH10-2-35-1	2010-12-01			7	150	7	150
WUR:CE-ETH10-2-35-2	2010-12-01			10	175	10	175
WUR:CE-ETH10-2-35-3	2010-12-01	1	5	7	145	8	150
WUR:CE-ETH10-2-35-4	2010-12-01	7	25	18	395	25	420
WUR:CE-ETH10-2-36-1	2010-12-01	18	145	4	105	22	250
WUR:CE-ETH10-2-36-2	2010-12-01	38	165	10	360	48	525
WUR:CE-ETH10-2-36-3	2010-12-01	16	145	12	340	28	485
WUR:CE-ETH10-2-36-4	2010-12-01	6	60	5	160	11	220
WUR:CE-ETH10-2-37-1	2010-12-01	1	5	17	795	18	800
WUR:CE-ETH10-2-37-2	2010-12-01	3	20	17	780	20	800
WUR:CE-ETH10-2-37-3	2010-12-01			16	570	16	570
WUR:CE-ETH10-2-37-4	2010-12-01	1	5	12	500	13	505
WUR:CE-ETH10-2-38-1	2010-12-01	1	5	6	200	7	205
WUR:CE-ETH10-2-38-2	2010-12-01	2	10	7	150	9	160
WUR:CE-ETH10-2-38-3	2010-12-01	1	5	4	120	5	125
WUR:CE-ETH10-2-38-4	2010-12-01	1	5	8	140	9	145
WUR:CE-ETH10-2-39-1	2010-12-01	8	35	15	390	23	425
WUR:CE-ETH10-2-39-2	2010-12-01	2	10	8	110	10	120
WUR:CE-ETH10-2-39-3	2010-12-01	5	15	12	390	17	405
WUR:CE-ETH10-2-39-4	2010-12-01	1	5	8	185	9	190
WUR:CE-ETH10-2-40-1	2010-12-01	9	55	12	325	21	380
WUR:CE-ETH10-2-40-2	2010-12-01	2	10	5	110	7	120
WUR:CE-ETH10-2-40-3	2010-12-01	4	15	8	215	12	230
WUR:CE-ETH10-2-40-4	2010-12-01	6	25	7	105	13	130
WUR:CE-ETH10-2-41-1	2010-12-01	9	45	5	75	14	120
WUR:CE-ETH10-2-41-2	2010-12-01	14	60	8	85	22	145
WUR:CE-ETH10-2-41-3	2010-12-01	11	40	12	110	23	150
WUR:CE-ETH10-2-41-4	2010-12-01	7	35	10	140	17	175
WUR:CE-ETH10-2-42-1	2010-12-01	3	15	7	165	10	180
WUR:CE-ETH10-2-42-2	2010-12-01	2	10	10	185	12	195
WUR:CE-ETH10-2-42-3	2010-12-01	1	5	7	185	8	190
WUR:CE-ETH10-2-42-4	2010-12-01	1	8	12	145	13	153
WUR:CE-ETH10-2-43-1	2010-12-01	3	12	10	145	13	157
WUR:CE-ETH10-2-43-2	2010-12-01	4	15	15	545	19	560
WUR:CE-ETH10-2-43-3	2010-12-01	3	10	20	640	23	650
WUR:CE-ETH10-2-43-4	2010-12-01			14	410	14	410
WUR:CE-ETH10-2-44-1	2010-12-01	5	15	4	90	9	105
WUR:CE-ETH10-2-44-2	2010-12-01	8	35	8	115	16	150
WUR:CE-ETH10-2-44-3	2010-12-01	6	15	15	350	21	365
WUR:CE-ETH10-2-44-4	2010-12-01	13	35	17	345	30	380
WUR:CE-ETH10-2-45-1	2010-12-01	6	25	8	190	14	215
WUR:CE-ETH10-2-45-2	2010-12-01	5	15	7	195	12	210
WUR:CE-ETH10-2-45-3	2010-12-01	10	45	14	385	24	430
WUR:CE-ETH10-2-45-4	2010-12-01	4	25	7	130	11	155
WUR:CE-ETH10-2-46-1	2010-12-01	12	45	23	520	35	565
WUR:CE-ETH10-2-46-2	2010-12-01	11	40	13	340	24	380
WUR:CE-ETH10-2-46-3	2010-12-01	11	35	20	590	31	625
WUR:CE-ETH10-2-46-4	2010-12-01	6	55	25	595	31	650
WUR:CE-ETH10-2-47-1	2010-12-01	2	5	7	115	9	120
WUR:CE-ETH10-2-47-2	2010-12-01	1	5	4	95	5	100
WUR:CE-ETH10-2-47-3	2010-12-01			5	75	5	75
WUR:CE-ETH10-2-47-4	2010-12-01	2	5	2	10	4	15
WUR:CE-ETH10-2-48-1	2010-12-01	6	30	2	45	8	75
WUR:CE-ETH10-2-48-2	2010-12-01	5	25	6	105	11	130
WUR:CE-ETH10-2-48-3	2010-12-01	1	10	8	200	9	210
WUR:CE-ETH10-2-48-4	2010-12-01	4	15	3	50	7	65
WUR:CE-ETH10-2-49-1	2010-12-01	7	25	10	195	17	220
WUR:CE-ETH10-2-49-2	2010-12-01	29	70	13	190	42	260
WUR:CE-ETH10-2-49-3	2010-12-01	18	50	17	220	35	270
WUR:CE-ETH10-2-49-4	2010-12-01	11	65	1	10	12	75
WUR:CE-ETH10-2-50-1	2010-12-01	1	3	6	195	7	198
WUR:CE-ETH10-2-50-2	2010-12-01	7	25	8	185	15	210
WUR:CE-ETH10-2-50-3	2010-12-01	3	15	8	170	11	185
WUR:CE-ETH10-2-50-4	2010-12-01			15	395	15	395
WUR:CE-ETH10-2-51-1	2010-12-01			13	190	13	190
WUR:CE-ETH10-2-51-2	2010-12-01			7	230	7	230
WUR:CE-ETH10-2-51-3	2010-12-01			10	195	10	195
WUR:CE-ETH10-2-51-4	2010-12-01	4	15	8	190	12	205
WUR:CE-ETH10-2-52-1	2010-12-01			15	185	15	185
WUR:CE-ETH10-2-52-2	2010-12-01	7	40	26	590	33	630
WUR:CE-ETH10-2-52-3	2010-12-01	3	15	14	395	17	410
WUR:CE-ETH10-2-52-4	2010-12-01	19	50	20	310	39	360
WUR:CE-ETH10-2-53-1	2010-12-01	10	35	15	205	25	240
WUR:CE-ETH10-2-53-2	2010-12-01	3	10	9	107	12	117
WUR:CE-ETH10-2-53-3	2010-12-01	12	45	17	280	29	325
WUR:CE-ETH10-2-53-4	2010-12-01	9	45	20	340	29	385
WUR:CE-ETH10-2-54-1	2010-12-01	3	10	6	105	9	115
WUR:CE-ETH10-2-54-2	2010-12-01	8	45	4	65	12	110
WUR:CE-ETH10-2-54-3	2010-12-01	2	10	1	20	3	30
WUR:CE-ETH10-2-54-4	2010-12-01	6	45	6	105	12	150
WUR:CE-ETH10-2-55-1	2010-12-01			8	145	8	145
WUR:CE-ETH10-2-55-2	2010-12-01			11	240	11	240
WUR:CE-ETH10-2-55-3	2010-12-01	1	3	16	595	17	598
WUR:CE-ETH10-2-55-4	2010-12-01	3	10	7	195	10	205
WUR:CE-ETH10-2-56-1	2010-12-01	4	25	7	135	11	160
WUR:CE-ETH10-2-56-2	2010-12-01	10	30	13	385	23	415
WUR:CE-ETH10-2-56-3	2010-12-01	8	25	11	195	19	220
WUR:CE-ETH10-2-56-4	2010-12-01	6	20	8	125	14	145
WUR:CE-ETH10-2-57-1	2010-12-01					0	0
WUR:CE-ETH10-2-57-2	2010-12-01					0	0
WUR:CE-ETH10-2-57-3	2010-12-01					0	0
WUR:CE-ETH10-2-57-4	2010-12-01					0	0
WUR:CE-ETH10-2-58-1	2010-12-01	2	10	8	105	10	115
WUR:CE-ETH10-2-58-2	2010-12-01			12	305	12	305
WUR:CE-ETH10-2-58-3	2010-12-01	3	10	12	390	15	400
WUR:CE-ETH10-2-58-4	2010-12-01	3	15	6	105	9	120
WUR:CE-ETH10-2-59-1	2010-12-01	2	10	11	215	13	225
WUR:CE-ETH10-2-59-2	2010-12-01	4	25	13	570	17	595
WUR:CE-ETH10-2-59-3	2010-12-01	3	15	10	320	13	335
WUR:CE-ETH10-2-59-4	2010-12-01	1	5	11	260	12	265
WUR:CE-ETH10-2-60-1	2010-12-01	1	5	2	10	3	15
WUR:CE-ETH10-2-60-2	2010-12-01	5	15	1	10	6	25
WUR:CE-ETH10-2-60-3	2010-12-01	1	5	3	35	4	40
WUR:CE-ETH10-2-60-4	2010-12-01	2	10	7	15	9	25
WUR:CE-ETH10-2-61-1	2010-12-01	3	15	6	105	9	120
WUR:CE-ETH10-2-61-2	2010-12-01	6	20	3	40	9	60
WUR:CE-ETH10-2-61-3	2010-12-01	5	20	4	20	9	40
WUR:CE-ETH10-2-61-4	2010-12-01	3	15	6	105	9	120
WUR:CE-ETH10-2-62-1	2010-12-01	7	35	9	190	16	225
WUR:CE-ETH10-2-62-2	2010-12-01	3	15	12	220	15	235
WUR:CE-ETH10-2-62-3	2010-12-01	4	25	15	365	19	390
WUR:CE-ETH10-2-62-4	2010-12-01	1	5	7	160	8	165
WUR:CE-ETH10-2-63-1	2010-12-01	2	5	8	190	10	195
WUR:CE-ETH10-2-63-2	2010-12-01	5	15	8	195	13	210
WUR:CE-ETH10-2-63-3	2010-12-01	3	10	7	165	10	175
WUR:CE-ETH10-2-63-4	2010-12-01	2	10	9	180	11	190
WUR:CE-ETH10-2-64-1	2010-12-01	11	65	9	115	20	180
WUR:CE-ETH10-2-64-2	2010-12-01	2	10	6	150	8	160
WUR:CE-ETH10-2-64-3	2010-12-01	4	15	4	165	8	180
WUR:CE-ETH10-2-64-4	2010-12-01	2	10	3	95	5	105
WUR:CE-ETH10-2-65-1	2010-12-01	6	25	11	146	17	171
WUR:CE-ETH10-2-65-2	2010-12-01	2	10	5	130	7	140
WUR:CE-ETH10-2-65-3	2010-12-01			4	95	4	95
WUR:CE-ETH10-2-65-4	2010-12-01	3	15	5	95	8	110
WUR:CE-ETH10-2-66-1	2010-12-01	1	5	10	165	11	170
WUR:CE-ETH10-2-66-2	2010-12-01	3	10	9	195	12	205
WUR:CE-ETH10-2-66-3	2010-12-01	3	15	13	190	16	205
WUR:CE-ETH10-2-66-4	2010-12-01	2	10	11	165	13	175
WUR:CE-ETH10-2-67-1	2010-12-01	1	10	8	160	9	170
WUR:CE-ETH10-2-67-2	2010-12-01	6	25	12	380	18	405
WUR:CE-ETH10-2-67-3	2010-12-01	4	20	14	320	18	340
WUR:CE-ETH10-2-67-4	2010-12-01	2	10	12	181	14	191
WUR:CE-ETH10-2-68-1	2010-12-01	2	10	9	260	11	270
WUR:CE-ETH10-2-68-2	2010-12-01	5	25	7	240	12	265
WUR:CE-ETH10-2-68-3	2010-12-01	2		10	245	12	245
WUR:CE-ETH10-2-68-4	2010-12-01	4	25	10	390	14	415
WUR:CE-ETH10-2-69-1	2010-12-01	6	20	14	220	20	240
WUR:CE-ETH10-2-69-2	2010-12-01	3	10	17	395	20	405
WUR:CE-ETH10-2-69-3	2010-12-01	1	5	7	140	8	145
WUR:CE-ETH10-2-69-4	2010-12-01	2	10	11	235	13	245
WUR:CE-ETH10-2-70-1	2010-12-01	2	10	6	120	8	130
WUR:CE-ETH10-2-70-2	2010-12-01	5	15	20	620	25	635
WUR:CE-ETH10-2-70-3	2010-12-01	4	20	12	460	16	480
WUR:CE-ETH10-2-70-4	2010-12-01	2	10	17	384	19	394
WUR:CE-ETH10-2-71-1	2010-12-01	4	20	6	125	10	145
WUR:CE-ETH10-2-71-2	2010-12-01	7	25	5	165	12	190
WUR:CE-ETH10-2-71-3	2010-12-01	3	15	9	185	12	200
WUR:CE-ETH10-2-71-4	2010-12-01	4	20	10	175	14	195
WUR:CE-ETH10-2-72-1	2010-12-01	9	25	3	105	12	130
WUR:CE-ETH10-2-72-2	2010-12-01	11	30	14	140	25	170
WUR:CE-ETH10-2-72-3	2010-12-01	17	40	12	150	29	190
WUR:CE-ETH10-2-72-4	2010-12-01	9	15	8	125	17	140
WUR:CE-ETH10-2-73-1	2010-12-01	15	5	5	200	20	205
WUR:CE-ETH10-2-73-2	2010-12-01	2	10	2	75	4	85
WUR:CE-ETH10-2-73-3	2010-12-01	1	5	5	245	6	250
WUR:CE-ETH10-2-73-4	2010-12-01			3	95	3	95
WUR:CE-ETH10-2-74-1	2010-12-01	5	15	8	130	13	145
WUR:CE-ETH10-2-74-2	2010-12-01	1	5	4	105	5	110
WUR:CE-ETH10-2-74-3	2010-12-01	5	25	5	85	10	110
WUR:CE-ETH10-2-74-4	2010-12-01	2	10	6	175	8	185
WUR:CE-ETH10-2-75-1	2010-12-01	11	35	19	390	30	425
WUR:CE-ETH10-2-75-2	2010-12-01	4	15	10	190	14	205
WUR:CE-ETH10-2-75-3	2010-12-01	6	25	10	85	16	110
WUR:CE-ETH10-2-75-4	2010-12-01	10	30	16	195	26	225
WUR:CE-ETH10-2-76-1	2010-12-01	3	15	4	105	7	120
WUR:CE-ETH10-2-76-2	2010-12-01	1	5	6	15	7	20
WUR:CE-ETH10-2-76-3	2010-12-01	1	10	9	105	10	115
WUR:CE-ETH10-2-76-4	2010-12-01	4	25	9	107	13	132
WUR:CE-ETH10-2-77-1	2010-12-01	2	10	5	150	7	160
WUR:CE-ETH10-2-77-2	2010-12-01	2	10	5	115	7	125
WUR:CE-ETH10-2-77-3	2010-12-01	2	12	7	125	9	137
WUR:CE-ETH10-2-77-4	2010-12-01	2	10	5	105	7	115
WUR:CE-ETH10-2-78-1	2010-12-01	1	3	5	190	6	193
WUR:CE-ETH10-2-78-2	2010-12-01	6	15	3	105	9	120
WUR:CE-ETH10-2-78-3	2010-12-01	1	4	4	180	5	184
WUR:CE-ETH10-2-78-4	2010-12-01	3	15	2	35	5	50
WUR:CE-ETH10-2-79-1	2010-12-01	2	10	8	150	10	160
WUR:CE-ETH10-2-79-2	2010-12-01			6	145	6	145
WUR:CE-ETH10-2-79-3	2010-12-01	1	5	4	95	5	100
WUR:CE-ETH10-2-79-4	2010-12-01			10	225	10	225
WUR:CE-ETH10-2-80-1	2010-12-01	5	15	4	115	9	130
WUR:CE-ETH10-2-80-2	2010-12-01	13	85	4	90	17	175
WUR:CE-ETH10-2-80-3	2010-12-01	9	45	4	105	13	150
WUR:CE-ETH10-2-80-4	2010-12-01	9	70	7	130	16	200
WUR:CE-ETH10-2-81-1	2010-12-01	4	20	11	180	15	200
WUR:CE-ETH10-2-81-2	2010-12-01	4	20	8	180	12	200
WUR:CE-ETH10-2-81-3	2010-12-01	3	15	12	185	15	200
WUR:CE-ETH10-2-81-4	2010-12-01	2	10	10	135	12	145
WUR:CE-ETH10-2-82-1	2010-12-01	1	5	11	690	12	695
WUR:CE-ETH10-2-82-2	2010-12-01	2	10	14	1390	16	1400
WUR:CE-ETH10-2-82-3	2010-12-01	3	15	7	215	10	230
WUR:CE-ETH10-2-82-4	2010-12-01	3	12	6	420	9	432
WUR:CE-ETH10-2-83-1	2010-12-01	4	15	3	105	7	120
WUR:CE-ETH10-2-83-2	2010-12-01	3	10	3	125	6	135
WUR:CE-ETH10-2-83-3	2010-12-01	3	15	3	109	6	124
WUR:CE-ETH10-2-83-4	2010-12-01	5	25	5	115	10	140
WUR:CE-ETH10-2-84-1	2010-12-01			12	410	12	410
WUR:CE-ETH10-2-84-2	2010-12-01	3	15	7	165	10	180
WUR:CE-ETH10-2-84-3	2010-12-01	4	20	10	190	14	210
WUR:CE-ETH10-2-84-4	2010-12-01	1	5	5	90	6	95
WUR:CE-ETH10-2-85-1	2010-12-01	5	10	5	65	10	75
WUR:CE-ETH10-2-85-2	2010-12-01	4	20	4	105	8	125
WUR:CE-ETH10-2-85-3	2010-12-01	9	35	2	30	11	65
WUR:CE-ETH10-2-85-4	2010-12-01	3	15	2	25	5	40
WUR:CE-ETH10-2-86-1	2010-12-01	10	35	4	60	14	95
WUR:CE-ETH10-2-86-2	2010-12-01	5	20	4	95	9	115
WUR:CE-ETH10-2-86-3	2010-12-01	7	35	3	85	10	120
WUR:CE-ETH10-2-86-4	2010-12-01	8	40	7	115	15	155
WUR:CE-ETH10-2-87-1	2010-12-01	5	25	13	145	18	170
WUR:CE-ETH10-2-87-2	2010-12-01	2	10	4	85	6	95
WUR:CE-ETH10-2-87-3	2010-12-01	7	35	10	150	17	185
WUR:CE-ETH10-2-87-4	2010-12-01	3	15	10	150	13	165
WUR:CE-ETH10-2-88-1	2010-12-01	4	10	14	550	18	560
WUR:CE-ETH10-2-88-2	2010-12-01	8	40	19	575	27	615
WUR:CE-ETH10-2-88-3	2010-12-01	3	15	16	390	19	405
WUR:CE-ETH10-2-88-4	2010-12-01	3	15	12	335	15	350
WUR:CE-ETH10-2-89-1	2010-12-01	13	55			13	55
WUR:CE-ETH10-2-89-2	2010-12-01	19	85	5	80	24	165
WUR:CE-ETH10-2-89-3	2010-12-01	7	25	3	60	10	85
WUR:CE-ETH10-2-89-4	2010-12-01	16	75	8	105	24	180
WUR:CE-ETH10-2-90-1	2010-12-01	1	10	4	160	5	170
WUR:CE-ETH10-2-90-2	2010-12-01			4	95	4	95
WUR:CE-ETH10-2-90-3	2010-12-01			3	75	3	75
WUR:CE-ETH10-2-90-4	2010-12-01	6	25	5	180	11	205
WUR:CE-ETH10-2-91-1	2010-12-01	6	25	17	650	23	675
WUR:CE-ETH10-2-91-2	2010-12-01	10	25	17	40	27	65
